,Gene Name,D0 vs. D45 Log2 Fold Change,D0 vs. D45 p-value
34007,C3orf79,0.865499128,0.092043817
34008,LGALS9,-0.985965389,0.092043828
34010,OR1N2,-0.985965389,0.092043828
34013,SCAPER,-0.985965389,0.092043828
34015,LOC284788,-0.956922974,0.092043828
34018,ECM1,-0.880168344,0.09207047
34021,SCARNA11,-0.913888805,0.092073947
34023,CTD-2350J17.1,-0.935526241,0.092073947
34027,TEX30,0.787480791,0.092109705
34028,MIR3178,-0.808432186,0.092156641
34029,NUDCD2,0.783148833,0.092182706
34033,MCF2L-AS1,-0.834665519,0.092233787
34049,XIAP,0.786409743,0.092289759
34050,CDT1,-0.823838241,0.092298139
34051,NRL,0.789890682,0.092304502
34054,SLC16A13,-0.823746247,0.092312037
34055,JMJD1C-AS1,0.792648466,0.092324865
34056,FIBIN,0.799519407,0.092344564
34059,RASIP1,-0.800344974,0.092357596
34060,OGFRP1,-0.815082189,0.0923578
34061,C19orf24,-0.80607033,0.09236499
34063,MIR23A,-0.901293991,0.092458858
34064,MIR8066,-0.901293991,0.092458858
34065,LGALS8-AS1,0.80638649,0.092557175
34066,PDE1B,0.80638649,0.092557175
34067,LOC105373759,0.784928085,0.092557519
34075,GIPR,-0.841336293,0.092576534
34078,CIDECP1,-0.841336293,0.092576534
34082,TMEM200A,0.784695063,0.092587498
34084,RAB3D,-0.839002425,0.092610844
34085,ADAMTS8,-0.811845188,0.09261165
34086,SRP19,0.794427482,0.092615689
34092,DDA1,-0.807793393,0.092814914
34093,LOC440434,-0.865137353,0.092834943
34094,NPTX2,0.79573783,0.092842475
34095,VAMP1,0.800215556,0.092908071
34102,CD1D,0.795195189,0.092938996
34103,ABHD16A,-0.827669308,0.092945321
34105,RBAK,-0.821364615,0.092975513
34107,RBAK-RBAKDN,-0.821364615,0.092975513
34111,RUVBL1-AS1,-0.813983061,0.093075008
34112,EIF3J,0.79119036,0.093075543
34115,METAP2,0.790101134,0.09311895
34120,HGF,0.801617152,0.09313902
34129,ALX1,0.783163783,0.093195929
34130,PNPLA8,0.779290458,0.093267247
34135,PCNA-AS1,0.78950926,0.09327351
34136,PXMP4,-0.815783416,0.093281616
34138,NBPF1,-0.798625218,0.093286677
34139,MSL3P1,-1.022567251,0.093298517
34140,NPVF,-1.022567251,0.093298517
34141,FBXO36,0.784314259,0.093306474
34142,COA6-AS1,0.808997129,0.093311503
34144,PTGES3L,-0.824896259,0.093344345
34146,PTGES3L-AARSD1,-0.824896259,0.093344345
34148,LRIG2,0.79317125,0.093369017
34150,RFC5,0.803088935,0.093379177
34158,DNAJC4,-0.810219405,0.093431311
34177,MIR1253,-0.839296468,0.093504598
34181,CCDC89,0.808579924,0.093551943
34182,DNAJC5B,-0.861103184,0.093553536
34185,PICART1,-0.803402758,0.093585783
34187,BHLHA15,-0.811459952,0.093641571
34188,FBXL7,0.785872272,0.093654673
34189,LINC01829,-0.82570679,0.093684887
34190,P4HA2,0.791609364,0.093685439
34192,SLC25A39,-0.812675868,0.093731837
34194,HLA-F-AS1,-0.812675868,0.093731837
34201,UBE2G2,-0.818584848,0.093735728
34204,OR2J1,-1.149958503,0.093778841
34205,KRTAP4-12,-1.149958503,0.093778841
34206,OR7E24,-1.091487656,0.093778841
34207,SPOUT1,-0.811845713,0.093833549
34208,AP1B1,-0.837736645,0.093845194
34209,EYA4,0.785958224,0.093917956
34216,ZNF853,0.804901826,0.093958517
34217,KMT2C,0.804901826,0.093958517
34220,STK32B,-0.813481348,0.093987536
34223,FOXD3-AS1,-0.796814938,0.09398854
34225,ALAS1,-0.819670629,0.094012059
34226,FCHO2,0.797438448,0.09403784
34235,SNTG2,-0.803129321,0.094136794
34236,CDH6,0.78395254,0.094150023
34238,LRIG2-DT,0.79191638,0.094177932
34239,CTRB2,-0.874885241,0.094217523
34240,RAPGEF5,0.796809993,0.094224941
34241,ASCL2,-0.820612364,0.094249335
34242,ZSCAN29,-0.805976298,0.094335991
34243,SYT14,0.785568226,0.094390384
34248,SH3BP5-AS1,-0.979145873,0.094420497
34250,KRTAP29-1,-0.979145873,0.094420497
34251,CCT5,0.786296361,0.094578722
34252,ATPSCKMT,0.786296361,0.094578722
34259,COASY,-0.836893445,0.094587412
34264,FUBP1,0.780171694,0.094632632
34267,ITGA8,0.796991853,0.094634964
34268,CCDC102A,-0.792465048,0.094634964
34271,PIF1,-0.803579696,0.094691035
34275,JPH2,-0.85682431,0.094788961
34278,MIR3156-3,1.57008552,0.094872751
34279,HRAT92,-0.799307134,0.094884648
34280,CYP2J2,-0.811845432,0.094885809
34282,RAG1,-0.874549694,0.094886233
34283,CARD16,0.84786599,0.094930719
34285,CALM2,0.807758821,0.094974986
34286,NOB1,-0.818021969,0.095030961
34290,MTHFR,-0.800777402,0.095088595
34291,GLS2,-0.809201909,0.095156419
34293,VPS33B,-0.827692062,0.095201641
34296,CD83,-0.836347715,0.095201641
34297,VPS33B-DT,-0.827692062,0.095201641
34299,COA6,0.804297563,0.095211282
34301,WASHC5,0.802948746,0.095217596
34304,TAF7,0.807664155,0.095279898
34311,LINC02647,-0.844989154,0.095347246
34314,ATP6V0B,-0.807058861,0.095373379
34318,TBC1D10C,-0.828201566,0.095420259
34321,ISY1,-0.801951945,0.095472723
34324,PPP1R27,-0.811044256,0.095591
34325,DNAJB4,0.777865495,0.095598874
34329,LOC646762,0.821401819,0.095605665
34330,DPY19L2P3,0.821401819,0.095605665
34337,LINC01699,-0.884968995,0.095659275
34338,MAPK8IP1,-0.79826327,0.09566953
34340,H2AFV,0.78195782,0.095703292
34345,SLC5A3,0.786158039,0.095768631
34346,MRPS6,0.786158039,0.095768631
34347,TTC30B,0.786581972,0.095774138
34348,MIR409,-0.892917077,0.095809263
34350,SLC35F3,-0.801348204,0.095826059
34351,SCARNA5,-0.943411399,0.095862663
34352,SCART1,-0.970799725,0.095862663
34353,ENTPD1-AS1,-0.943411399,0.095862663
34357,P2RY8,-0.970799725,0.095862663
34359,LOC101928565,-0.970799725,0.095862663
34360,LMNB1-DT,0.775575652,0.095892265
34361,FOXD3,-0.789005772,0.095910799
34362,IFT22,-0.842759514,0.095926105
34368,CLEC2A,0.946411954,0.095931467
34370,EIF4H,0.800550114,0.095999416
34372,TERC,-0.798030566,0.095999416
34373,ADI1,-0.780430991,0.096093578
34374,TMSB15B-AS1,0.785647162,0.096162134
34379,NBPF7,-1.014711757,0.096271946
34381,SNORD163,-1.014711757,0.096271946
34384,MIR548AA2,-1.014711757,0.096271946
34386,PIK3R3,0.782324712,0.096288793
34387,HRAT17,-0.869897713,0.096289617
34388,EXO5,-0.869897713,0.096289617
34400,AUNIP,-0.833991003,0.096323236
34402,PCMT1,0.788861166,0.096370206
34411,AARS2,-0.806267143,0.096391132
34414,HMMR,0.772993302,0.096423242
34418,TBX22,0.785494803,0.096445182
34419,LINC01867,0.896125714,0.096519206
34420,LOC389247,0.774367758,0.096560996
34424,TEDC1,0.775779527,0.096600804
34431,INTS4P1,1.332637278,0.096624292
34432,UBE2Q2L,-1.185465976,0.096624292
34433,LOC100288637,-1.185465976,0.096624292
34434,MIR550B2,-1.185465976,0.096624292
34436,SMG1P7,-1.271999318,0.096624292
34437,ADAM20,-1.185465976,0.096624292
34439,SPG11,0.793507916,0.096632527
34447,UNC5D,0.78827932,0.096714683
34448,RP9P,0.784465828,0.096773757
34449,ABCC13,0.860226721,0.096805708
34453,SLITRK3,0.782469881,0.096819895
34457,TRIP12,0.776529409,0.096862429
34471,TDO2,-0.86976065,0.096868503
34472,CTSB,0.796427859,0.096896072
34479,MARCOL,-0.899006445,0.096955337
34481,SPNS1,-0.820474737,0.096963395
34484,MIR614,-0.820474737,0.096963395
34491,RPS3A,0.780076615,0.097094876
34492,DPRX,-1.062616384,0.097109757
34493,MIR552,-1.062616384,0.097109757
34494,MIR4507,-1.062616384,0.097109757
34495,NOC2LP2,-1.062616384,0.097109757
34496,MAP3K19,-1.062616384,0.097109757
34499,LINC01545,-1.062616384,0.097109757
34504,TIGAR,0.784675819,0.097223574
34508,AP2B1,-0.840012483,0.097327297
34512,PSMB9,-0.804509632,0.097347194
34515,CANT1,-0.830858196,0.097393471
34518,NSMCE2,0.792728854,0.097395711
34524,CELF4,0.783726217,0.097474744
34600,MUC19,0.911192701,0.097481221
34601,KRTAP20-1,0.911192701,0.097481221
34603,ZBTB21,0.783740824,0.09748949
34608,10-Mar,-0.805973384,0.097521862
34611,SLC25A42,0.782643382,0.097564561
34616,ZC3H12C,0.772014883,0.097654232
34617,LINC02348,-0.795570865,0.09770496
34618,ATF7IP2,-0.823336386,0.097714825
34626,RUNDC1,-0.817813,0.097741915
34631,TNXA,-2.501704401,0.097794298
34632,HLA-DRB6,-2.501704401,0.097794298
34633,GGTLC2,-2.501704401,0.097794298
34634,FOXD4L3,-2.501704401,0.097794298
34635,FAM230H,-2.501704401,0.097794298
34636,LINC01001,-2.501704401,0.097794298
34637,OR2T5,-2.501704401,0.097794298
34638,SNAR-C4,-2.501704401,0.097794298
34639,SNAR-C3,-2.501704401,0.097794298
34640,NSUN5P2,-2.501704401,0.097794298
34641,UPK3BL2,-2.501704401,0.097794298
34642,NPEPPS,-2.501704401,0.097794298
34643,ZNF705G,-2.501704401,0.097794298
34645,LOC606724,-0.897237111,0.097809324
34646,MTRNR2L10,-0.897237111,0.097809324
34647,LINC01315,-0.790364401,0.097963198
34651,CDKL3,-0.823434081,0.098020126
34653,AFF1-AS1,0.775102332,0.098032655
34656,KLHL14,0.777031169,0.098129356
34657,PLN,-0.886651823,0.0981398
34658,MIR4527,-0.870382573,0.0981398
34660,GABRG2,0.777154329,0.098167722
34665,LINC02020,-1.000600869,0.098209262
34667,SNORD108,-1.000600869,0.098209262
34669,ZBED1,0.792621689,0.098233572
34670,PAXX,-0.801105959,0.098242878
34672,SLC9A7P1,-0.796477142,0.098242878
34678,PTGFRN,0.786948222,0.098246912
34683,UBXN6,-0.811286593,0.098281116
34684,TP53I3,-0.779486489,0.098296853
34685,DPY19L1P2,-1.619479921,0.098298569
34686,KIR2DS4,-1.619479921,0.098298569
34689,GLT8D1,-0.84922259,0.098352173
34690,STEAP3-AS1,-0.84922259,0.098352173
34692,C12orf77,0.837025826,0.098360557
34693,GCC2,0.778482796,0.098373282
34708,ITPK1-AS1,-0.877076107,0.098564158
34709,LINC01173,-0.895649335,0.098564158
34710,MIR3181,0.777605517,0.098617304
34711,SLC25A45,-0.837366727,0.098695117
34715,TSG1,-0.854806231,0.098735401
34716,AIRN,-0.851947431,0.098784779
34718,OTX2-AS1,-0.807274917,0.098862642
34723,HS6ST3,0.771312084,0.098976448
34724,SLTM,0.781786342,0.098989427
34728,BCL9,0.782499513,0.099071711
34730,SMPX,-0.838540338,0.099093585
34732,MED12,0.808056199,0.099166076
34733,HNRNPD,0.768669384,0.099171221
34737,LOC100128494,-0.839081918,0.099173135
34738,TNFRSF14,-0.839081918,0.099173135
34745,MIR137HG,0.778875494,0.099247959
34746,TAP1,-0.797525667,0.099252721
34749,FN3K,-0.821223224,0.099311224
34750,COLEC12,0.789585209,0.099317055
34751,PPP1R14C,0.795936237,0.099339371
34753,COL4A5,0.773928387,0.099382135
34755,HHEX,0.783176783,0.099404831
34758,LPA,-0.931234997,0.09944398
34760,MIR497,-0.815438352,0.099467564
34761,PCDHAC1,0.779569645,0.099485594
34763,CDK20,0.791373409,0.099534861
34767,CP,0.845565439,0.099543063
34770,TTC33,0.769699241,0.099616676
34772,RRBP1,0.767572082,0.099711403
34774,MEGF6,-0.78547134,0.099770322
34775,OLFML3,-0.800555191,0.099843124
34777,LARGE1,0.773743335,0.099925764
34781,EFS,0.776212159,0.099980074
34783,C17orf82,0.77401894,0.100015483
34784,GCH1,0.780547651,0.100019878
34788,MIR22,-0.789995231,0.100026267
34790,BMP5,0.798873349,0.100048032
34795,MRGPRE,-0.860715322,0.100222366
34797,SNORD74,0.763303347,0.100332913
34800,FBXO34,0.776821335,0.100356735
34801,LTB,-0.820304033,0.10036675
34803,LZTS2,-0.820304033,0.10036675
34805,MIR2113,-0.865037325,0.100378119
34807,HIPK4,-0.927007573,0.100388188
34808,LINC02411,-0.927007573,0.100388188
34809,PAX5,-0.797980149,0.100422715
34812,ZNRF2P2,0.814006726,0.100422715
34829,OR13C9,-0.889833426,0.100475046
34830,CCDC39,0.772307255,0.100516183
34832,ATP2B4,-0.783592402,0.100603911
34834,FAM20C,0.784756161,0.10063219
34836,BGN,-0.835994448,0.100756354
34838,GLI3,0.766181796,0.10087368
34839,RNASE11,-0.920464367,0.100967113
34840,SNORD115-32,-0.920464367,0.100967113
34841,11-Mar,0.770833127,0.100974972
34854,MIR6721,-0.848631366,0.101021184
34855,MAGEA8,-0.888667887,0.101078986
34856,PMP2,-0.888667887,0.101078986
34860,OR2T34,-1.922257396,0.101105366
34861,LOC100507387,-1.922257396,0.101105366
34866,FAM66A,1.470829273,0.101147191
34871,GNPDA1,-0.801866559,0.10118805
34872,MFAP5,-0.90099037,0.101193336
34878,FAM238B,-0.90099037,0.101193336
34879,LOC101927690,-0.90099037,0.101193336
34883,GPR180,0.766360503,0.10128126
34887,ARID3B,-0.779418432,0.101342776
34889,CYHR1,-0.771447349,0.101352731
34891,SNORD65C,0.839166168,0.101369803
34892,LOC101928590,0.788785717,0.101545799
34893,OR52A1,0.831805605,0.101577324
34894,HSPBP1,-0.786273608,0.101609418
34896,POGZ,0.788006157,0.101671996
34901,CFAP44,0.775408028,0.101698555
34903,CRYBB2P1,-0.811846872,0.101709358
34905,AGAP7P,-1.063776596,0.101730962
34912,ONECUT2,0.767489231,0.101815858
34914,NSG1,-0.7966439,0.101858991
34915,COQ5,-0.823545984,0.101909861
34916,OR51M1,-0.823545984,0.101909861
34917,LOC100287175,-0.772226605,0.101913384
34918,SLC1A2,0.778156978,0.101966853
34920,UXT,0.791528299,0.101991941
34924,GAS5,0.759564671,0.101995505
34938,LOC102725121,-1.821195105,0.102034043
34939,LINC00623,-1.821195105,0.102034043
34940,SHLD2P3,2.442687042,0.102034043
34942,POTEE,-1.821195105,0.102034043
34943,LINC01145,-1.821195105,0.102034043
34945,DDX11L9,-1.821195105,0.102034043
34948,LGALS9C,-1.821195105,0.102034043
34951,LINC00869,-1.821195105,0.102034043
34954,STRC,-1.821195105,0.102034043
34956,LOC102723769,-1.821195105,0.102034043
34960,DIAPH1,0.771695125,0.102044542
34965,SLC15A5,-0.856479508,0.102089361
34966,GPR151,-0.856479508,0.102089361
34968,LINC00941,0.770205797,0.102090547
34969,TRIB1,0.760223318,0.102123612
34970,LINC01353,-0.824663831,0.10215634
34971,LINC02664,-0.824663831,0.10215634
34972,DCTN4,0.768586086,0.102178791
34973,DNAJB14,0.765747514,0.102229424
34976,PQBP1,0.771486339,0.102232977
34981,CTBS,0.765561193,0.102252134
34983,FAM229A,-0.803749966,0.102272501
34986,CAMK2A,-0.795431288,0.102292452
34988,LFNG,-0.822404488,0.102295328
34989,FOSL2,0.76833855,0.102300269
34991,HM13,0.781234426,0.102317151
34994,PTER,-0.767654302,0.102368226
35000,JPH3,-0.791466154,0.102427646
35004,LOC105374960,-0.903157693,0.102489454
35005,PNPT1,0.770143223,0.102543493
35010,ARID1B,-0.823675438,0.102561728
35013,USP2-AS1,-0.789075129,0.102699064
35014,SNORD115-28,-0.98141526,0.102722402
35015,GABRG3-AS1,-0.98141526,0.102722402
35016,PCDHB6,-0.98141526,0.102722402
35017,BEND2,-0.948382912,0.102722402
35018,LINC01915,-0.948382912,0.102722402
35020,FOXA2,-0.786635483,0.102740645
35021,MIR6781,-0.83293419,0.102745583
35022,LINC00645,0.853831756,0.102745583
35023,EXOC3L2,-0.83293419,0.102745583
35024,LOC101929662,-0.83293419,0.102745583
35028,MIR548AP,-0.920204803,0.102807366
35032,LINC02150,-0.920204803,0.102807366
35038,RPARP-AS1,-0.779946175,0.102943125
35040,MIR4801,-0.784269804,0.102943125
35042,LINC01930,-0.882956839,0.103017316
35043,LINC00244,-0.882956839,0.103017316
35044,ISM1-AS1,-0.882956839,0.103017316
35048,DDHD2,0.776576249,0.103057977
35052,ZNF850,0.801084522,0.10306379
35054,LINC01785,-1.032139375,0.103099904
35055,OR1F2P,-1.032139375,0.103099904
35056,MIR597,-1.032139375,0.103099904
35057,OR2B6,-0.987985933,0.103099904
35058,BTN3A2,-1.032139375,0.103099904
35059,SNORD113-2,-0.987985933,0.103099904
35060,LOC641367,-1.032139375,0.103099904
35062,DUSP22,0.770026783,0.103166026
35069,LINC00461,0.764427275,0.103245305
35070,SLC6A1,-0.786643231,0.103281531
35074,ZBTB37,0.7566571,0.103298579
35076,S100A2,0.779365149,0.103334628
35079,NTM,-0.789400512,0.103338467
35080,EBNA1BP2,-0.789400512,0.103338467
35083,CFAP57,-0.789400512,0.103338467
35099,AKR1B15,0.779245377,0.103339602
35105,RNASEH2A,-0.813241628,0.103472696
35106,LOC100130964,0.901617921,0.10348299
35107,FTHL17,-0.864918274,0.10348299
35108,MGAT4D,-0.782482222,0.103491942
35109,RANBP9,0.766336709,0.103497704
35111,MIR12131,-0.894193426,0.103508636
35112,PRNT,-0.916850301,0.103508636
35116,GPR89A,0.833296357,0.103557722
35119,PLSCR2,0.776815823,0.103585522
35127,LINC01132,0.774663546,0.103643012
35129,NME6,-0.807243652,0.103708969
35133,LONP2,0.811280149,0.103718576
35136,LINC00205,-0.776303799,0.103734813
35138,HAR1A,-0.819800606,0.103791711
35139,ZNF717,-0.941741974,0.103811852
35141,LINC02561,-0.941741974,0.103811852
35143,TMPRSS9,-0.941741974,0.103811852
35145,OR4D9,-0.941741974,0.103811852
35147,CRYBB2,-0.941741974,0.103811852
35148,TUSC2,-0.80116755,0.103862688
35149,KCNT1,-0.808465805,0.103862688
35152,ZSCAN2,-0.772972982,0.10389138
35156,POLI,0.760489868,0.103902844
35167,AP1G2,-0.780894379,0.103923292
35177,ADGRF2,-0.795366674,0.104009454
35179,EFCAB14,0.777024061,0.104018023
35180,TSSK4,-0.871563803,0.104104438
35181,LINC00458,-0.871563803,0.104104438
35185,TTC13,0.767099999,0.104123137
35187,MTRNR2L1,-0.754448358,0.104124273
35188,TMEM239,-0.840671295,0.104165914
35189,TTC9B,-0.813099458,0.104193765
35190,R3HCC1L,0.772656634,0.104259131
35203,ARMH4,0.76397912,0.104264535
35205,LOC401176,0.764510064,0.104290517
35213,C8orf34,0.760080639,0.104507102
35223,SORT1,0.76435,0.104592695
35224,ZNF283,0.866682253,0.10459723
35231,A2ML1,-0.830920318,0.104647784
35236,KCTD15,0.771602996,0.104679509
35239,MTRNR2L3,-0.908706927,0.104682432
35240,OR2K2,-0.936095253,0.104682432
35241,DNAAF4,-0.908706927,0.104682432
35242,GPATCH8,-0.936095253,0.104682432
35244,LINC02547,-0.936095253,0.104682432
35245,ZNF876P,-0.936095253,0.104682432
35247,FABP7,-0.936095253,0.104682432
35248,SNORD38D,-0.908706927,0.104682432
35249,KCNMA1-AS3,-0.908706927,0.104682432
35250,MAT2A,0.763572523,0.104684204
35258,C1orf232,-0.785662328,0.104744253
35260,ZNF648,-0.811163361,0.104757365
35261,SNORA81,-0.855708615,0.104896333
35263,MIR1248,-0.855708615,0.104896333
35265,TCHP,-0.803859674,0.104917642
35266,SND1,0.754727773,0.104996835
35267,SCAMP5,-0.782254914,0.105104594
35277,MTCH2,0.772793842,0.10518745
35278,TUBB4B,0.760980202,0.10533813
35284,LIMK2,-0.794096335,0.105369821
35285,OGFR,-0.80066369,0.105369821
35287,KDR,0.770993924,0.105427012
35288,MESD,-0.77323189,0.105443766
35290,ULK3,-0.77323189,0.105443766
35292,IFI27L2,-0.777128448,0.105456914
35293,PTP4A3,-0.796867561,0.105476877
35294,RBMS2,-0.804637493,0.105476877
35295,PPP1R14B,-0.775459514,0.105479758
35298,GNAT3,0.804449923,0.105599248
35299,UGT3A1,-0.765710273,0.105681621
35300,CYB5R1,-0.778863962,0.105700786
35304,TRPC2,-0.859433487,0.105782753
35305,LRRC75B,-0.781383581,0.105843673
35306,BECN1,-0.825410707,0.105845845
35307,APLN,0.764862008,0.105853373
35316,CASTOR1,-0.763353458,0.10596703
35318,MIR1-1HG-AS1,-0.80915775,0.10601138
35319,SNORD75,0.750710217,0.106017077
35320,STAT6,-0.771196634,0.106023969
35321,RYR3,0.773472104,0.106030937
35331,ZNF605,0.782062295,0.106122387
35333,EFCAB11,0.755140156,0.106132708
35335,SIM1,0.757922784,0.106165804
35336,FUZ,-0.779645442,0.106178473
35342,ARV1,0.761402896,0.10623312
35346,MIR4482,0.766175462,0.106255407
35348,MEF2C-AS2,0.757180311,0.106266017
35349,ANKRD46,0.770179704,0.106274699
35353,UXT-AS1,0.779580696,0.106280117
35354,WDR45,0.803749958,0.106309972
35355,ZNF518B,0.767856116,0.106338337
35356,LINC01935,0.878874901,0.106348771
35357,ZBED4,0.769098996,0.106365513
35363,SDHAP2,-1.122432,0.106454778
35364,LOC103908605,1.260148011,0.106454778
35365,LOC110091776,1.260148011,0.106454778
35368,LOC103908604,1.260148011,0.106454778
35370,ABCB11,-0.885914016,0.106454952
35371,LINC00687,-0.907551452,0.106454952
35372,OR4Q2,0.935169041,0.106454952
35374,CYP7A1,-0.907551452,0.106454952
35377,SUMO3,-0.774951053,0.106519683
35380,EBP,0.784023796,0.10657239
35382,TIMM17B,0.759151409,0.106601157
35384,MTRF1L,0.751837586,0.106651106
35393,SCML2,0.790646791,0.10676936
35395,MIR6832,-0.851399166,0.106800822
35397,TM4SF20,-0.851399166,0.106800822
35398,PTCSC1,-0.83774715,0.106800822
35401,MIR216B,-0.864690189,0.106862558
35402,C9orf153,-0.884818206,0.106862558
35403,MIR382,-0.884818206,0.106862558
35404,DRAIC,-0.864690189,0.106862558
35405,LINC01613,-0.864690189,0.106862558
35410,CYP4F22,-0.933603255,0.106881117
35411,MIR6505,-0.933603255,0.106881117
35413,NXNL1,-0.964512403,0.106881117
35414,OR6S1,-0.964512403,0.106881117
35426,TUT4,0.759610554,0.106912457
35436,SLC25A31,-0.83879332,0.106993836
35438,BHLHE40,0.750622163,0.107001584
35440,AAMDC,-1.023388472,0.107041957
35441,SNORD114-11,-1.023388472,0.107041957
35442,INTS8,0.756264478,0.107069975
35445,STARD3,-0.792725885,0.107091814
35450,UBAP2L,0.767273498,0.107137492
35451,U2AF2,0.758296839,0.107260938
35456,SLC27A4,-0.779692912,0.107290944
35457,LSM10,-0.792919147,0.107299576
35458,SNORD28B,0.807914746,0.107330121
35459,NGLY1,0.750885168,0.10736869
35461,LOC101926968,0.758068855,0.107379198
35463,MRFAP1L1,-0.79367083,0.107419094
35464,SNORD58B,-0.783381176,0.10742402
35466,MRPL36,0.763069385,0.107502649
35467,SAMSN1-AS1,0.887089913,0.107505575
35472,ARSD,0.753604277,0.107647889
35474,FAM131A,-0.759187489,0.107651158
35476,SDR16C5,0.770080295,0.107680359
35479,SNORA64,-0.78116053,0.1076949
35480,WNT16,-0.814328233,0.107728084
35481,OR8B8,-0.870574508,0.107761738
35482,MIR412,-0.870574508,0.107761738
35483,OR10P1,-0.853735575,0.107761738
35484,RPL23,-0.815859026,0.107840625
35485,ZNF699,0.771255812,0.10787981
35490,TTC39A-AS1,0.774965376,0.107919262
35492,ILF2,0.772018665,0.107930378
35494,ATP2A2,0.758664658,0.107933434
35497,MIR4275,0.869355018,0.107984421
35499,UBE4A,-0.854294748,0.107984421
35501,MIR4293,0.860319912,0.107984421
35502,GRK7,-0.854294748,0.107984421
35503,NT5C,-0.778872551,0.107999529
35504,RNF139,0.754532398,0.108020337
35505,PLCG2,-0.79144945,0.108036351
35507,SLC52A2,-0.779954436,0.108089484
35508,SIN3A,-0.753357197,0.108121841
35510,LOC100500773,-0.898123607,0.108149576
35513,C20orf96,-0.785543162,0.108188837
35516,LOC646548,0.776378747,0.108241286
35522,SPARCL1,0.819725696,0.108291054
35526,FABP5,0.751681487,0.108339551
35527,MIR3139,-0.805349762,0.108431396
35529,IQSEC3,-1.006362884,0.108477522
35530,CEACAM3,-0.965922702,0.108477522
35534,STAG3,-0.760149615,0.10850773
35538,DBH,-0.834041732,0.10863688
35540,SEPTIN7P2,0.780083427,0.108670019
